,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
139,12/24/22 21:00,Valletta,,Malta,Light,Milli seconds,Whilst on Christmas Ferris wheel my son sent me this brief videi,3/6/23,Yes
140,12/24/22 01:15,Newry,Armagh City and District Council,United Kingdom,Unknown,20minutes & still there,Flashing unknown object in the sky,3/6/23,Yes
141,12/22/22 10:50,Ahmedabad,,,Unknown,15 seconds,"It was moving very fast, and travelling speed and direction was uneven",12/22/22,
142,12/22/22 00:00,Johannesburg,Gauteng,South Africa,Triangle,15 min,Strange flying objects moving in different directions,12/22/22,Yes
143,12/21/22 17:40,Didcot,Oxfordshire,United Kingdom,Circle,2 minutes,"Low cloud, 5 lights circling in the distance, then 5 lights directly over my car",12/22/22,
144,12/20/22 03:01,Arambol,Goa,India,Unknown,may be 15 minutes,I did not see craft I had a contact in my room where I was staying,3/6/23,
145,12/17/22 06:02,Ashkelon,Southern District,Israel,Circle,15 seconds,"On my balcony and looked up. Saw a light going across the sky. No noise, no blinking lights. Strange.",3/6/23,
146,12/16/22 03:00,Bathurst,New South Wales,Australia,Light,Around an hour,"UFOs disguised as stars, dart past window.",12/22/22,
147,12/15/22 21:18,Birmingham,England,United Kingdom,Light,3 minutes max,"The UFOS was like very very brite and when they went, they went like a dash.",3/6/23,
148,12/13/22 18:54,Bolton,Lancashire,United Kingdom,Circle,Less than a minute,Large bright pulsating circular object appeared in the sky out of nowhere,12/22/22,Yes
149,12/12/22 22:00,Harleysville,PA,,Changing,Throughout the night,Numerous big bright rapidly changing lights.,12/22/22,
150,12/12/22 22:00,Lower Hutt,Wellington Region,New Zealand,Cone,15 Min,Witnessed a strange white light flying over Lower Hutt. Possible Chinese Rocket.,12/22/22,Yes
151,12/12/22 19:10,Pagosa Springs,,,Triangle,30 seconds,"Large, low-flying triangle with bright lights.",12/22/22,Yes
152,12/11/22 20:30,Orkney,Orkney Islands,United Kingdom,Oval,30 MINUTES,I NOTICED A BLUE AND RED SHAPE FLASHING AND MOVING FROM SIDE TO SIDE.,12/22/22,
153,12/10/22 19:58,Blakeslee,,,Sphere,3 minutes,Object was stationary and parallel with a star for several minutes. Then gained altitude in a linear fashion before moving west.,12/22/22,Yes
154,12/10/22 04:00,,,,Changing,20 minutes,"Bright light, eastern sky, 20 degrees above horizon, and less bright light, appeared to circle each other then move away.",12/22/22,
155,12/7/22 21:31,Bridgetown,Christ Church,Barbados,Light,unknown,small light that looks like a star floating and hovering close to the moon. looks like it is dropping lower ((NUFORC Note: Mars,12/22/22,
156,12/7/22 01:14,Hathersage,Derbyshire,United Kingdom,Circle,Around 5 -10 mins,"3 together , then 2 went . Jumping all over sky multicoloured lights",12/22/22,Yes
157,12/6/22 10:31,Near Deception Island in Antarctica,,,Changing,Seconds,Outside on deck of cruise ship taking pictures of Deception Island,3/6/23,Yes
158,12/6/22 06:45,Tregaron,Ceredigion,United Kingdom,Light,5 minutes,8 lights moving erratically,12/22/22,
159,12/6/22 03:16,Lakewood,,,Triangle,10 -20 mins,Large smart black panel starship,12/22/22,
160,12/5/22 02:21,,,,Oval,30 minutes,"Bright, fast moving lights",12/22/22,
161,12/4/22 22:51,Rome,Lazio,Italy,Circle,At least 10 minutes,"It was floating and then suddenly stopped, then it started to float again. It wasnt an airplane",12/22/22,Yes
162,12/4/22 19:22,Addis Ababa,Addis Ababa,Ethiopia,Cylinder,idk what that means sorry,it was on an apartment while fixing tv dishes with my friend,12/22/22,
163,12/4/22 12:25,Conshohocken,,,Triangle,2 min,Black triangle appeared to glide over homes until was no longer in view,12/22/22,
164,11/30/22 14:15,,,,Oval,5 minutes,"During the flight, a strange object was visible outside of the window, which stayed in the same position for 5 minutes, and flew away",12/22/22,Yes
165,11/27/22 19:00,Thailand - flying above straight of malacca/andaman sea,,Thailand,Cylinder,5 mins?,Appeared to be extension of airplane wing until it flew away.,3/6/23,
166,11/26/22 17:22,Island Pond,,,Light,1min 15sec,Low flying white light moving west to east.,12/22/22,
167,11/24/22 20:22,London,London Borough of Islington,United Kingdom,Triangle,About 3 minutes,I saw a craft shaped like a bumerang with bright lights all over the sides of it,12/22/22,Yes
168,11/24/22 19:45,Fairfield,,,Circle,,Bright reddish orange light visable for approx. 25 to 30 seconds then disappeared,12/22/22,
169,11/23/22 00:30,Flora,,,Triangle,8 seconds,The craft flew over my house at 12:30AM completely silent and no lights while I was outside with my dog.,12/22/22,
170,11/22/22 17:56,Chicago,,,Light,,Three lights flashing and stationed,12/22/22,
171,11/22/22 02:30,Sofia,Sofia City Province,Bulgaria,Diamond,1,1 object far away,12/22/22,Yes
172,11/20/22 18:01,Thane,Maharashtra,India,Unknown,1-2minutes.It was moving,This was not an aircraft. Please check the video.,12/22/22,
173,11/19/22 09:07,Melbourne,Victoria,Australia,Cross,Only once,I have a hunting security camera and it caught something very strange,4/9/23,Yes
174,11/18/22 22:46,Morpeth,Northumberland,United Kingdom,Triangle,1 minute,Bright triangle craft,12/22/22,
175,11/17/22 01:35,Columbus,,,Orb,2 minutes,Erratically flying orbs were darting back and forth until they disappeared altogether.,12/22/22,Yes
176,11/16/22 18:04,Llandudno,Wales,United Kingdom,Teardrop,6 minutes,"Criss cross, very fast then gone",12/22/22,
177,11/15/22 18:30,Juana diaz,,Puerto Rico,Circle,1:50 minutes,Like a bright big start moving,12/22/22,
178,11/15/22 01:45,Venice,,,Circle,45 minutes,I saw a very colorful object moving back and forth across the sky in a small area. It was multicolored. I looked at it with binoculars,12/22/22,
179,11/14/22 23:30,SYDNEY,New South Wales,Australia,Unknown,3 - 5 seconds,Craft appears takes off for a few seconds then disappears or cloaked itself,12/22/22,
180,11/14/22 20:30,Moses Lake,,,Unknown,20min,3 lights dogfighting in the sky to the west. ((NUFORC Note: Report submitted by airline 1st officer. PD)),12/22/22,
181,11/14/22 16:40,Philadelphia pa,,,Light,About 5 minutes in sky,I was driving seen 5 lights in sky not moving. got out of car took pictures.,12/22/22,Yes
182,11/14/22 00:48,Puerto Vallarta,,Mexico,Light,1 minute,Slow moving comet like,12/22/22,Yes
183,11/12/22 22:10,Austin tx,,,Triangle,,Driving down I 35 south,12/22/22,
184,11/12/22 18:50,Tenerife,Canary Islands,Spain,Circle,30 seconds max,Fast moving green flashing light came to a complete halt,12/22/22,Yes
185,11/12/22 09:02,Hyannis,MA,,Circle,2 minutes,Silent UFO hovering over Straightway in Hyannis Ma,12/22/22,
186,11/12/22 07:45,Dublin,County Dublin,Ireland,Changing,About 3/4 minutes,"Not a traditional UFO sighting, probably nothing but it was a large snake shape I'd never seen before",4/9/23,
187,11/11/22 23:20,Adelaide. South Australia.,South Australia,Australia,Cone,6 SECONDS,Unknown object sighted near jet aircraft.,12/22/22,Yes
188,11/11/22 20:05,Hemel Hempstead,Herefordshire,United Kingdom,Orb,30 sec,Very bright white orb,12/22/22,
189,11/10/22 22:35,These are from around the globe within 5 days,,,Triangle,,These are from around the globe within 5 days,12/22/22,
190,11/10/22 22:15,From around the globe,,,Circle,,This is from around the globe.,12/22/22,
191,11/10/22 14:00,Brandon,,,Unknown,June/July 2019-11/2022,"Aliens and connections revealed themselves to me in summer 2019, 2020. Keep on harassing me and my child. We are sitting ducks.",12/22/22,
192,11/9/22 10:00,Bakersfield,,,Other,22 seconds of footage,Type of energy beams before and after a Humanoid figure appearing behind me.,12/22/22,
193,11/8/22 21:30,Orleans,,,Sphere,10 minutes,"Red glowing sphere, slowly moving West to East, stopping and starting multiple times until out of view..it did not disappear-",12/22/22,
194,11/8/22 20:20,"Thornton Heath, Croydon",Surrey,United Kingdom,Cylinder,5 seconds,"I was driving towards home, I looked up to see the full moon, spotted a large cylinder passing through the clouds overhead.",12/22/22,
195,11/8/22 18:00,Paris,,France,Light,2 seconds,Very strange light occurrence in a photograph,12/22/22,
196,11/8/22 09:45,Sydney,New South Wales,Australia,Light,8 min,Thiscannotbeaplane,12/22/22,
197,11/8/22 03:28,Oak Lawn,,,Fireball,Only a couple seconds,I was filming a time lapse of the lunar eclipse blood moon and looked back at the footage.,3/6/23,
